"","bathrooms","bedrooms","building_id","created","description","display_address","latitude","listing_id","longitude","manager_id","price","street_address","interest_level"
"240",1,2,"e9ae1ce23f3c4c16e0861b60d69b2a6f","2016-06-29 06:28:35","EAST 34TH, STUNNING EAST RIVER VIEWS. 1BR CONV 2BR CORNER UNIT 900 SQF!! LUX DOORMAN BUILDING Located in one of the most exciting area in the city. Steps from Restaurants, bars, movie theater and even NYSC. Near by all major public transportation. This 24/7 doorman building has an amazing roof deck, a health club and a swimming pool. Its unique style gives a great feeling once you enter. Lots of sunlight comes through the big corner windows, which gives a happy feeling when entering the apartment. Its kitchen is big and furnished with brand new appliances and a black granite counter top. Living in this apartment you will enjoy a breath taking view over the city.<br /><br />Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 34th Street",40.7444,7233229,-73.9754,"cb87dadbca78fad02b388dc9e8f25a5b",3900,"300 East 34th Street","low"
"241",1,2,"9e9c52496a1be0899db1b4c2d31bb39f","2016-05-28 03:48:49","LOCATED IN TRENDY EAST VILLAGE THIS BUILDING IS NEARBY ALL TRANSPORTATION INCLUDING THE L,N,Q,R,4,5,6 TRAINS AND JUST STEPS FROM SUPERB BARS AND RESTAURANTS...<br /><br />THIS UNIT IS A NEWLY RENOVATED TRUE 2 BEDROOM APARTMENT WITH HARDWOOD FLOORING AND EXPOSED BRICK..<br /><br />SCHEDULE YOUR PRIVATE SHOWING TODAY!!!... EMAIL, CALL OR TEXT: kagglemanager@renthop.com - 796-472-5587 .<br /><br /><p><a  website_redacted ","",40.7297,7079409,-73.9794,"8f48483ba97f360adf0b6c599143032a",3100,"520 E 14 St.","low"
"242",1.5,3,"f68bf347f99df026f4faad43cc604048","2016-04-06 07:16:53","**3BR//24HR.DM**GYM**MODERN*IN*MURRAY HILL**VIEWS**YOUR CHANCE TO LIVE IN A LUXURY MANHATTAN BUILDING IS NOW!!!THIS IS YOUR CHANCE TO RENT IN A LUXURY MURRAY HILL BUILDING WITH HOTEL LIKE AMENITIES AT YOUR DISPOSAL!! (MEDIA ROOM/FITNESS CENTER/DOORMAN, BUSINESS CENTER)MODERN FEEL IN MURRAY HILL!! ***LOW FEE UNIT***<br /><br />THIS EXTRA LARGE CONVERTIBLE 3 BEDROOM IS PERFECT FOR ANYONE LOOKING TO LIVE IN A MODERN BUILDING WITH SPECTACULAR VIEWS CLOSE TO ALL MAJOR AREAS IN MANHATTAN !!YOU DO NOT WANT TO MISS THIS OPPORTUNITY TO CALL THIS MODERN BEAUTIFUL SLEEP BUILDING YOUR NEW HOME !!!!!DO NOT LET THIS PRIME LOCATION LARGE APARTMENT ESCAPE WITH OUT TAKING A LOOK FOR YOUR SELF !!<br /><br />FOR FURTHER ASSISTANCE OR TO SEE THIS APARTMENT PLEASE CONTACT ME AT 839-760-7339// kagglemanager@renthop.com do not risk your chance of missing out on your potential new home!!<br /><br />not interested in this location ? please contact me to learn about my other extensive listings through out NYC and let me help you find your new home(718) kagglemanager@renthop.com<p><a  website_redacted ","E 34th St.",40.7436,6833187,-73.9727,"612a00076aefe8c98d1df4835640c74b",4500,"401 E 34th St.","low"
"243",2,4,"38113ad58a685a6dabc8f89223396606","2016-04-13 03:21:12","<center><strong><font color=#006600>- <u>NO FEE</u> -</FONT></strong><br><br><br/><br/><center><strong><font color=#3366CC><U>THE HIGH-RISE</u></font></strong>: </strong><br>24-Hr Doorman/Concierge; <strong>Swimming Pool; Fitness Center;</strong> Sauna; Bicycle Room; Garage; Garden; Laundry Room; Common Storage Room. <br><br><br/><br/><center><strong><font color=#3366CC><U>THE RESIDENCE</font></U></strong></font>: <br>OVERSIZED <strong>REAL 3BR</strong> convertible to 4BR. New kitchen with stainless steel appliances and marble countertops. Lots of Closets; Walk-in Closet. New wooded floors. Excellent southern view of the river and the city.<br><br><br/><br/><center>Utilities <strong><font color=#006600>INCLUDED</strong></font> in Rent - Cooking Gas, Heating &  Water.<br><br><br/><br/><center>For info on this and <u>ANY</u> available NYC apartments please contact Alex.","East 25th Street ",40.7369,6865111,-73.979,"8365f1154ced533439de202ebada41e2",6000,"396 East 25th Street ","medium"
"244",2,1,"1d314a8ae765d1f836a2b638320e668e","2016-05-06 05:03:28","I would love to work with you! I have all apartments available though Bond New York's website. This includes all apartments listed on Bond New York's website and any Exclusives. Please contact me through my phone number or email kagglemanager@renthop.com I look forward to meeting with you and helping you find your new home.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","E 86 Street",40.7749,6975223,-73.9455,"407ffad8d323810a4712d1446d5ad457",5000,"544 E 86 Street","medium"
"245",1,0,"7259f2d484b9103a1bf9f78c015e969d","2016-06-02 04:35:31","STEPS TO SUBWAY<br /><br />BRIGHT STUDIO 1 BATH ,MODERN MARBLE BATH, LARGE CLOSETS, STAINLESS APPLIANCES , DISH WASHER , MICROWAVE , HIGH CEILING ,HARDWOOD FLOORS ,<br /><br />I LOOK FORWARD TO ASSIST YOU WITH YOUR RENTAL SEARCH** FOR VIEWING PLEASE CONTACT - kagglemanager@renthop.com (899-758-5455 ANY TIME ANY DAY!<br /><br /><p><a  website_redacted ","E 62 St.",40.7617,7097907,-73.9617,"23869bdcccdc74cb89cdbb91dabded3b",2065,"342 E 62 St.","low"
"246",1,1,"b12ea33750e74aafd9a38bf90d0e45af","2016-05-20 19:44:51","This beautifully renovated and spacious 1 bedroom apartment is brand new to market in the heart of the Lower East Side and features high ceilings, gleaming hardwood floors, lots of sunlight throughout, abundant closet space, a Washer/Dryer in-unit, and an updated kitchen with dishwasher. Close to the several subway lines, shops and trendy downtown nightlife, and easy walking distance to Whole Foods. Truly rare opportunity! ","Chryrtie Street and Delancey",40.7212,7045334,-73.9925,"370a9b35c74f968387f3be370fbed8e6",2600,"177 Chryrtie Street","low"
"247",1,2,"f47690807e21713c6a8728194683b473","2016-06-07 18:44:46","Perfect NO FEE 2BR share, very large apartment, sun-drenched, with corner wraparound windows and great views. Doorman, concierge and gym make this a true luxury building in the most sophisticated part of Murray Hill.Call/text Doorba @ 702-920-8709 for appointment and other similar listings.","35th St & Park Ave",40.7483,7122065,-73.9809,"0daf0e144c8e71644a3b7d0cdb46dbc1",5150,"30 Park Avenue 2F","low"
"248",1,0,"dafc98f31cb49e827082cb02502bc545","2016-04-17 03:12:46","***GIGANTIC NEWLY RENO STUDIO, LOOK AT PICS***GIGANTIC STUDIO,NEWLY RENO,PRIME LOWER EAST SIDE,  EXTRA GIGANTIC,NEWLY RENO STUDIO, GOURMET KITCHEN, PRIME TREE LINE LOWER EAST SIDE THIS LOVELY HOME Studio,LOWEST RENT IN THIS AREA***  ............... Brand new mint renovated, Extra Gigantic Studio/1 BT in Prime Lower East Side Area,Tree Line Block,if you are looking for a Home at this Affordable price range in the Lower East Side..this is it !!! Call /E mail :  .. This stunning Gigantic Studio/1 BT lovely home features: *Hardwood floors.... *Good light, Bursting with natural Sun Light... *Comfortable Extra Large space for flat TV.... *Generous closet space... *Renovated bathroom..... *Gourmet Granite Kitchen,dishwasher,Microwave...... *Base Molding..... *High ceilings..... *Guarantors ok.... *Best night life, restaurants,Coffee Shops,Super Markets... *Near Mass Transit system.. <br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Allen Street",40.7208,6886869,-73.9892,"bc9a2ff7c931ce7de08f50d429134a16",2200,"158 Allen Street","low"
"249",1,0,"0e61b549465ecde81e7290e6e0c4a427","2016-04-29 06:11:10","Stunning studio in a perfect location on the Upper East Side! Apartment features high ceilings. Renovated kitchen with microwave and dishwasher.  Fits queen size bed, dresser, couch , coffee table and night stand! Two large closets. Building is well maintained with super. EMAIL kagglemanager@renthop.com TO SCHEDULE A VIEWING! OR CALL 072-939-4921!<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","E 84",40.7761,6943358,-73.9512,"fd960446d2a41002d3b36f25740157ca",1800,"333 E 84","high"
"250",1,1,"4227e6993f41a8537c62416e08d56d56","2016-04-15 02:32:58","*READY TO RENT* UES ONE Bed ONE Bath apartment for rent! If PRICE, time, and location are MUST HAVES this apartment should be at the top of your list! You will look VERY hard for a similar find and this one will NOT last long! Contact Jason at kagglemanager@renthop.com to schedule an appointment today!Not what you?re looking for? I have IMMEDIATE access to nearly EVERY apartment in Manhattan! I can be reached directly 24-7 at (192-658-2407 <br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","York Avenue",40.7753,6875609,-73.9473,"390d13221ebd3317f174c968a1035624",2450,"1612 York Avenue","low"
"251",1,2,"462de0439820ff85d7742164cbabd9e8","2016-04-10 02:01:00","StuyTown offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens &amp; bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas &amp; playgrounds, and 80 acres of beautifully landscaped green space. ","620 East 20th Street",40.7326,6851201,-73.9749,"dc1a8b86471fd028498f61346d35f13f",4146,"620 East 20th Street","low"
"252",2,4,"ee5b2c127150b465565cec2b963cc6b2","2016-04-02 05:38:56","**Gross Rent $4,450 to be paid monthly. THE LAST 2 Months will be Rent Free*This is a fantastic 4 bedroom 2 Bath on Broadway and LaSalle. Large full size bedrooms with closets and windows in each. New hardwood flooring and exposed brick as well as brand new stainless steel appliances. - En-suite laundry- USB Wall Outlets- Crown Molding- Ceiling Fan- Full Size Bedrooms- Heat & Water Included<br /><br />Subways1 at 125th St A,C,B,D at 125th St B,C at 135th St 2,3 at 125th St<br /><br />CONTACT ME NOW!!! 896-963-5776<br /><br /><p><a  website_redacted ","Broadway",40.8142,6816000,-73.9598,"5c7ca9f5239f481c0f35f3faaff188bd",3700,"3143 Broadway","low"
"253",1,0,"96274288c84ddd7d5c5d8e425ee75027","2016-04-12 06:14:42","Designed by an award-winning architect, this ENORMOUS Studio is located in Midtown?s newest luxury building. The studio features a bold bright, open arrangement with lustrous hardwood wood floors, high ceilings and a beautiful renovated kitchen with modern stainless steel appliances. Located in the Hudson Yards, the building offers residents an outstanding set of amenities and services, including a state of the art fitness center and spacious first-floor lounge area with Wi-Fi access. The mezzanine features a gorgeous reflecting pool, complete with sun lounges and cabanas. A massive SkyDeck shows a beautiful panoramic view of the Hudson River. As Hudson Yards continues to expand, it is quickly becoming one of New York City's most exciting and sought after neighborhoods. Convenient shops, a local grocery store, on-site parking garage and easy access to public transportation all add to the convenience and ease of your life.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","West 37th Street",40.7568,6862154,-73.9982,"725a917d89e6202e11bc6fb0a575b2a9",2575,"505 West 37th Street","medium"
"254",1,0,"9f0cb74c186bb89d3606d0c44945b5c2","2016-04-24 04:19:22","Rent Stabilized WIDE  Alcove like Studio Prime location-East 74th street and Lexington AvenueEZ WalkupConcessional Rate availableAmazing deal in a terrific apartment-don't sleep on this oneCall or Text Slava 895-957-0380.Email:kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Lexington Avenue",40.7719,6920137,-73.9608,"2e665171395351de4d7e0df3ecb880d5",1900,"1043 Lexington Avenue","high"
"255",1,3,"f5aa1accad82cb7136b8b2985cfa6981","2016-04-16 04:33:07","        ","East 14th Street",40.7299,6883534,-73.9782,"8f5a9c893f6d602f4953fcc0b8e6e9b4",6075,"545 East 14th Street","low"
"256",1,2,"752e62b48b121c803f5d3bba82c08bad","2016-05-02 02:23:39","Call the Anchor Knights at 614-976-8275! This is an unbelievable price for this genuine 2 bedroom in a prime Soho location. Nestled between world class nightlife and shopping, you won't believe you'll be coming home to such an iconic neighborhood and beautiful, brand new renovations. The charm of hard wood and exposed brick walls with new stainless steel appliances and in-unit laundry is a winning combination!<br /><br />***AREA*** Jane, Blue Ribbon Sushi, Blue Note Jazz, IFC Theatres, Molly's Cupcakes, AYZA Wine & Chocolat Bar, Mermaid Oyster Bar, Mamoun's ***TRANSPORTATION*** 1, A, C, E, B, D, F, M & 6 Trains! M5, M20, M21, X10, X12 Bus! Tons of Citi Bike stops!<br /><br />***IMPORTANT NOTE*** If you are planning on moving in the next 15 days please put ?URGENT? in the subject of the email or state this in a voicemail in order to have your inquiry handled with priority. Interior photos are of a similar unit within the same building. Call The Anchor Knights Team at 614-976-8275!<br /><br />Pictures are of a similar apartment in the same building.<p><a  website_redacted ","W Houston",40.7288,6952507,-74.0031,"8063dd01666d424edde651c1d24d196f",3400,"178 W Houston","medium"
"257",1,3,"0","2016-04-02 01:16:08","++NEW!! SUNNY 3BR on PARK AVENUE and IRVING PLACE++Heres a one of kind PENTHOUSE 3BR LOFT in a LUXURY, elevator converted LOFT Building. YOUVE NEVER SEEN ANYTHING LIKE IT! Living in Tribeca STYLE with a Park Avenue South address its ideally situated.Right between UNION SQUARE and FLATIRON theres a huge variety of Bars, Restaurants and Gyms literally right outside your door!This private corner unit with 14 ceilings has MASSIVE WINDOWS affording great light all day long with double exposure and DIRECT VIEWS of GRAMERCY PARK! All Bedrooms are spacious and fit Queen and King Sized Beds.If youre dining in, theres an updated separate kitchen renovated with a DISHWASHER and MARBLE counters.For convenience, the building has a live-in super, laundry on premises and is close to subways 4/5/6/N/R/Q/L and various bus lines for an easy commute to MEAT PACKING and WEST VILLAGE.Trust me, this is A RARE FIND in one of NYCs HOTTEST neighborhoods!! For details and to SEE THIS GREAT SPACE A.S.A.P. before it flies! Call or text for immediate responseThomas : 9 1 7- 9 2 3 - 8 5 7 have access to everything on the website - and moreIch stehe ihnen fr Rckfragen, gerne auch auf deutsch zur Verfgungung unter: 9 1 7 - 9 2 3 - 8 5 7 5 ","Park Avenue South",40.7378,6812107,-73.9877,"60daa540cc17cee6a42ab08b1c7bfb00",5595,"239 Park Avenue South","low"
"258",1,0,"666528e985767507d12d936bb5d07b28","2016-05-11 04:59:44","*READY RIGHT NOW* UWS ONE Bed ONE Bath apartment for rent! Very clean Doorman Building, stainless kitchen, high ceilings, etc... If PRICE, time, and location are MUST HAVES this apartment should be at the top of your list! You will look VERY hard for a similar find and this one will NOT last long! Contact Jason at kagglemanager@renthop.com to schedule an appointment today! Not what you?re looking for? I have IMMEDIATE access to nearly EVERY apartment in Manhattan! I can be reached directly 24-7 at (192-658-2407.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 98 Street",40.7957,6995622,-73.9705,"390d13221ebd3317f174c968a1035624",2400,"220 W 98 Street","low"
"259",1,1,"8e3b8c607c3edcf3de131c24f0390179","2016-04-27 06:37:04","Bright 1 bedroom featuring hard wood flooring, Updated stainless steel appliances, Natural maple shaker kitchen cabinets with granite countertops  and marble tiled bathroom. Includes Doorman, complimentary gym on the retail level, 24 hour doorman, laundry facility, and on-site super and maintenance. All units feature individual A/C Units. Located near great dining, shopping, and transportation Call me, I will be showing this apartment today until..<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","East 36th Street",40.7462,6933246,-73.9757,"1067e078446a7897d2da493d2f741316",3400,"236 East 36th Street","low"
"260",1,0,"1be9c496f7bdff4a552e3d4e91f915f8","2016-05-04 05:53:36","This building retains many original architectural features among its many modern conveniences, for a unique mix of the new and the historic. Stone, marble and rich wood details complement residences with sleek modern finishes and creative layouts. offers studio, one-, two- and three-bedroom apartments, as well as many homes with alcoves and home offices. Many apartments feature extra high ceilings, pass-through kitchens or open plan layouts, wood strip floors, and oversized windows. Some residences also include private terraces and home offices with separate entrances.Recently expanded, the amenities at 45 Wall Street are superb. Sunbathe on the wraparound terrace, relax or play a game of billiards in the penthouse-level Club, play a game in the half-court basketball court, or enjoy a workout in the yoga room and two state-of-the-art fitness centers.Situated in the one of the city?s oldest and historical thoroughfares, where New York City began, this dynamic neighborhood offers an exciting mix of green spaces, boutique shops, A-list bars, Michelin starred restaurants, international markets, movie theaters, live music venues, museums and galleries. Whether you seek a new adventure at Governor?s Island or like to people watch on the quaint cobblestone block of Stone Street, the Financial District has it all.<br /><br />To view this building or any other in the area call or email to set up a showing.Jason RowingChristie Property kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","Wall Street",40.7062,6964683,-74.0099,"ca8101de34cf81128524e715cd89ec04",2611,"45 Wall Street","medium"
"261",2,4,"951043fbb2622b2ab0e0623366d9f6dd","2016-05-26 01:40:06","","West 64th Street",40.7743,7068219,-73.9874,"b7de4cb395920136663132057fa89d84",5600,"244 West 64th Street","low"
"262",1,0,"7967a1280bf3f7644500fc79d2696b0e","2016-06-23 03:18:35","Prime Location: Modern studio apartment in Midtown West. Close to restaurants, shops and nightlife. Hardwood flooring throughout.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 45 Street",40.7601,7204441,-73.9901,"7bba7f54c0f2e6e590259e8e53d78ca4",2095,"341 W 45 Street","low"
"263",1,2,"0","2016-04-29 01:33:35","Beautiful Unique Soho Duplex Loft! Doorman building with elevator and laundry! The kitchen and bathrooms were recently upgraded to have caesar stone counter tops and custom dark oak cabinetry. Everything is brand new from the Fridge to the dishwasher.Marble bathroom and Italian marble. Top floor of the building with loads of light but best of all a private outdoor terrace! Call, text or email to schedule a showing today! ","Mulberry Street",40.7252,6939847,-73.9947,"34f25ae3a7915b61d4a129240504ce71",7150,"298 Mulberry Street","low"
"264",1,3,"6588c7934b504e63f059c79b01447eac","2016-04-06 07:51:03","Amazing large 3 bdrm apartment in prime Riverdale! Hardwood floors, laundry in building, heat and hot water included. This unit comes with your own TERRACE! Close to all buses trains shopping major highways! No roommates please. Pet friendly!<br /><br />40x Rent Income Required/ Guarantors Accepted! If this is not what you are looking for, please send me the description of the apartment that you are looking for. I have access to 99.9% of apartments in NYC and fun to work with. I'm confident that I can help finding you a perfect home! Mizuka Murai (Kian Realty) Residential & Investment376-277-3219 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","West 232 Street",40.8832,6833899,-73.909,"78d7357edb37f6769c543e3b4666c142",1950,"535 West 232 Street","high"
"265",1,0,"2f07e65cdd9bbbce8f11a8ec679dd95b","2016-06-04 01:22:34","Great value for this studio.Gorgeous tree lined street in the heart of the West Village with access to all the best restaurants. Pictures are of similar unit in building. ","West 10th Street",40.7339,7106458,-74.0047,"1865c6252cc15427980ff0bcce390d56",3000,"218 West 10th Street","low"
"266",1,2,"1baadc9bc38b3ccaaf9704e7442f2672","2016-05-20 06:32:51","GORGEOUS 2 BEDROOM APARTMENT IN LUXURY 24HR DOORMAN BUILDING, NEW TO THE MARKET. EASY ACCESS TO ALL SUBWAYS, THE APARTMENT HAS A LARGE SPACIOUS LIVING ROOM, KITCHEN INCLUDES STAINLESS STEEL UPDATED APPLIANCES / FINISHES. TONS OF CLOSET SPACE, MINT HARDWOOD FLOORS THROUGHOUT , HUGE WINDOWS THAT BRING IN A TON OF NATURAL LIGHT. ***LOW FEE****<br /><br /><br /><br />Call Perry to arrange showing at 810-488-3008 or email kagglemanager@renthop.com<br /><br /><p><a  website_redacted ","E 35th St",40.7466,7044455,-73.9779,"eb5a6c4c2eb6f3e2a085c477afd5a815",2850,"165 E 35th St","high"
"267",1,0,"93cd24891f8423d45ac587ab1fdb1225","2016-05-06 05:08:42","NO BROKER FEE.Large (alcove) and renovated STUDIO in a Theater District and NO BROKER's FEE!Spacious main area with large windows, lots of light and capacious walk-in closets; separated kitchen with stainless steel, dishwasher, microwave.This luxury High Rise building featured with 24-hour doorman, elevator, laundry, and a live-in super. You will have plenty of transportation as well as the most Broadway theaters, movie theaters, restaurants and other places of entertainment New York City has to offer.Please call/text/email Alex to schedule a viewing and to see more available apartments in Manhattan:kagglemanager@renthop.com(200-263-3904.","Eighth Avenue",40.7635,6975360,-73.9848,"973160cfdb58538169ea1c24f87561e3",2450,"888 Eighth Avenue","low"
"268",1,1,"1be9c496f7bdff4a552e3d4e91f915f8","2016-06-24 07:38:10","This newly renovated 1 bedroom 1 bathroom east facing penthouse is well lit and very spacious.<br /><br />Wraparound terrace, billiards in the penthouse-level Club, half-court basketball court, yoga room and two state-of-the-art fitness centers.<br /><br />A-list bars, Michelin starred restaurants, international markets, movie theaters, live music venues, museums and galleries.<br /><br />TO SETUP A VIEWING CONTACT LAURA @ 300-300-0980 OR EMAIL kagglemanager@renthop.com<p><a  website_redacted ","Wall Street",40.7062,7210941,-74.0099,"2766477b09124d5d7e1b457064228d5f",3685,"45 Wall Street","low"
"269",1,2,"887cddeac639b4c6f6fd1ae76e0b5093","2016-04-09 02:13:42","Budget friendly and spacious two bedrooms with one bath, the apartment is newly renovated and upgraded with great appliances, near the park and train station. Call now because this will not last long!","Ogden Ave",40.8366,6846849,-73.9278,"8bc1f9d891f33bc4a05cac58b38ff354",1795,"1131-1133 Ogden Ave","high"
"270",1,0,"4e6d033f418cb311b6f4b00e6df59f36","2016-06-07 04:40:27","THIS MASSIVE STUDIO 1 BATHROOM APARTMENT FEATURES OAK WOOD-FLOORS WITH REFLECTING NATURAL SUNLIGHT, SOUND PROOF WALLS, A FULL SIZED OPEN KITCHEN, WITH STAINLESS STEEL APPLIANCES, GRANITE COUNTER-TOPS, BATHROOM IS DECORATED WITH FLOOR-TO-WALL MARBLE AND SHARP FINISHES.<br /><br />CALL OR EMAIL TODAY!<br /><br /><br /><br /><br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","W 73 Street",40.7788,7120143,-73.9806,"aa316c4ec7bdc5f6d921136f3768d1d9",2700,"160 W 73 Street","low"
"271",1,0,"90d90b294261ba02165378ef5d1adc39","2016-04-12 02:10:35","Large Studio/1Bath Apartment This is a newly renovated very large studio on the 8th floor in a Pre War doorman building on S. Oxford St in Fort Greene Brooklyn. Steps to Fort Greene Park.  The apartment features high beamed ceilings, oak floors, marble kitchen floor with stainless steel appliances including dishwasher and micro. The kitchen can fit a table and 4 chairs and has a large window bringing in sunshine. The main room can fit a couch,table, chairs and a queen sized bed with end table. There are 3 huge closets and a full bathroom with deep tub. Easy board approval.  Call me for an appointment.  I have the keys. DOGS ARE OK!!<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Elina Golovko for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ","Lafayette Avenue",40.6875,6857388,-73.9739,"c639a76f31c41923cd91d23875a72264",2195,"101 Lafayette Avenue","low"
"272",1,1,"7743b502f7295255b2b925f97d0f69f2","2016-04-15 06:24:49","Imagine high ceilings, spacious rooms, and top notch amenities in a modern, brand new building in Chelsea.  Steps away from the Highline and all the art galleries you could ask for!  Be sure to check out all the amazing restaurants in the neighborhood.  Invite your friends over for the rooftop city views!  Short walk to subway.<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","West 28th Street",40.75,6879177,-73.9998,"5b6d48cb31266d7424446f4f05ed5a4b",3400,"425 West 28th Street","low"
"273",1,1,"f49ca2c8ca255a482d7ea03860ae7234","2016-04-14 03:39:47","Now available, absolutely stunning 1 bedroom 1 bathroom apartment located in the heart of the Upper West Side! Apartment is located in a 24-hour concierge, doorman/elevator building with a laundry facility on site! Unit features gorgeous open living room layout with good natural light, massive king sized bedroom, full size kitchen appliances including a dishwasher, updated cabinetry with tons of storage space, walk-in closets, high ceilings, hardwood floors, and so much more! This apartment won't last! Email today to schedule your private viewing! PET FRIENDLY! utilities are all included. one month broker fee.call/text/email for inquiring.<br /><br /><br /><br /><br /><br /><p><a  website_redacted ","Broadway",40.7878,6871682,-73.9763,"35fc09b29adc23a8beed56f0aa3aaf37",401,"2350 Broadway","low"
"274",1,1,"098f9c5e56c917e4e7843aaaea01ef54","2016-05-05 04:44:12","Beautiful 1 bedroomavailable.<br><br>Large open living room, bedroom fitsa queen and furniture.<br><br>Be the first toview!<br><br>Moshe Kanarfogel<br>Keller WilliamsNYC<br><br><br><br><br><br><br>KW149894","E 31st St",40.7449,6968856,-73.9824,"f1e9451e6f7b3a339964445b142ecbb4",2400,"102 E 31st St","low"
"275",1,1,"6a439e0213e554a6ec4632253e04c808","2016-05-10 02:15:01","A fantastic value for a one bedroom apartment in Astoria. The bedroom will fit a Queens size bed and has hardwood floors throughout. A laundry in the building for your convenience and extremely well kept building. Heat and hot water is included. Call me today as this won't be on the market long - Kathleen 864-816-8402.","30th Rd",40.7672,6987789,-73.9245,"767decc9bc00fab3d65e9becc8529ca1",1775,"25-30 30th Rd","high"
"276",1,2,"8f837ada8d7ec5d251a369cd5909af7c","2016-05-13 02:37:35","+ NO FEE + 1 MONTH FREE on 16 Months Lease for a limited time only! Full Renovation Throughout! Spacious 2 Bedroom Apartment with Luxurious Finishes in Upper East Side!+ Genuine Hardwood Floors, High Ceiling, Exposed Brick Details, Large Windows and More? + Separate, Modern Kitchen with Slate Countertops, Stainless Steel Appliances, including Dishwasher and Microwave Oven+ Brand New Bath with Marble Tile Works, All-Glass Shower Stall and Contemporary Fixtures+ 2 Spacious Bedrooms, each with large closets+ In-Building Laundry Facility+ Just Down The Street, Central Park will be your Newest Neighbor!!!+ Call/Text Poe at 427-132-4850 or Email at kagglemanager@renthop.com To See This Unique Home and Other Residences Across New York City!+ ????- ?? - ???<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ","Madison Avenue",40.7957,7005012,-73.9481,"c170dc195490b8952858a85fa00e9515",2950,"1632 Madison Avenue","low"
"277",1,2,"21b6e706820f387c25e355da35d6e50d","2016-04-08 03:27:27","        Currently under renovation, this 2 bedroom is going to be beautiful.<br /><br />Call or text us to set up your personal tour today!<br /><br /><br />","418 E 134 Street",40.806,6843126,-73.924,"12c0a30e296faa0dfd422fe918d7d4f4",1900,"418 E 134 Street","medium"
"278",1,0,"c259d36c369bba9a975e697d7c8884fa","2016-05-05 02:53:41","This awesome studio is conveniently located in Jackson Heights, just 2 blocks from the 82nd St 7 train station and 6 blocks from 74th St 7/E/F/M/R train station.Studio features:-Spacious-Eat in Kitchen With All White Appliances-Lots of Sunlight-Great Closet Space-Beautiful Hardwood Floors -Renovated Bathroom-Pet friendly-Live in Super-Heat, Hot Water and Cooking Gas Included<br /><br /><br /><br />Contact Information:Kenneth BeakLicensed Real Estate AgentC: 064-692-8838Email: kagglemanager@renthop.com, Text or Email to schedule a private viewing!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ","80th St.",40.748,6967354,-73.886,"a10db4590843d78c784171a107bdacb4",1550,"37-52 80th St.","medium"
"279",1,2,"0","2016-06-25 01:25:02","MASSIVE two bedroom unit in elevator building at the heart of the Upper East Side. this unit is ENORMOUS! Two king size bedrooms, one XL living room, another XL gallery that's bigger than the living room and yet another separate dining room in the XXL kitchen boasting new full size appliances and a TON of counterspace. Contact Jordan to view. ","East 85th Street",40.7748,7213002,-73.9462,"0deedf33dbff76238ce386fc70728298",3800,"529 East 85th Street","low"
"280",1,0,"3ff3d400f4f7be74e6758a953138fffd","2016-05-06 05:56:18","85TH/2ND HUGE STUDIO!! FULLY RENOV! LUX BLDG! LAUNDRY! BALCONY!!!Amazing fully renovated studio in a luxury elevator and laundry building located steps from the 4/5/6 train on the Upper East Side! gorgeous unit with amazing south city views! Live in super on site. Apartment features granite kitchen and tons of closet space. High ceilings, hardwood floors, plus video intercom system as well as AC/ heat. Cable ready!<br /><br />Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ","East 85th Street",40.777,6975985,-73.9512,"cb87dadbca78fad02b388dc9e8f25a5b",1950,"317 East 85th Street","medium"
